"type","date","metrics","value"
"AQI","20180918","14",60.5833333333333
"PM10","20180918","14",71.0416666666667
"PM2.5","20180918","14",28.2916666666667
"AQI","20180918","15",56.2083333333333
"PM10","20180918","15",63.6666666666667
"PM2.5","20180918","15",29.5
"AQI","20180918","16",66.0416666666667
"PM10","20180918","16",82.3333333333333
"PM2.5","20180918","16",26.1666666666667
"AQI","20180918","17",40.7916666666667
"PM10","20180918","17",44.9166666666667
"PM2.5","20180918","17",17.2083333333333
"AQI","20180918","18",46.0416666666667
"PM10","20180918","18",49.625
"PM2.5","20180918","18",13.7083333333333
"AQI","20180918","19",44.9565217391304
"PM10","20180918","19",51.5217391304348
"PM2.5","20180918","19",13.8695652173913
"AQI","20180918","20",37.9090909090909
"PM10","20180918","20",37.1363636363636
"PM2.5","20180918","20",19.5909090909091
"AQI","20180918","21",32.5
"PM10","20180918","21",33
"PM2.5","20180918","21",11.0833333333333
"AQI","20180918","22",39.8333333333333
"PM10","20180918","22",40.9565217391304
"PM2.5","20180918","22",10.25
"AQI","20180918","23",36.8636363636364
"PM10","20180918","23",61.4444444444444
"PM2.5","20180918","23",18
"AQI","20180918","24",47.6666666666667
"PM10","20180918","24",50.6666666666667
"PM2.5","20180918","24",13.25
"AQI","20180918","25",51.5416666666667
"PM10","20180918","25",57.2916666666667
"PM2.5","20180918","25",19.75
"AQI","20180918","26",25.8333333333333
"PM10","20180918","26",24.15
"PM2.5","20180918","26",10.8333333333333
"AQI","20180918","27",49.3333333333333
"PM10","20180918","27",51.9583333333333
"PM2.5","20180918","27",23.9583333333333
"AQI","20180918","28",61.8333333333333
"PM10","20180918","28",68.7391304347826
"PM2.5","20180918","28",38.5
"AQI","20180918","29",64.0869565217391
"PM10","20180918","29",69.4545454545455
"PM2.5","20180918","29",43.5217391304348
"AQI","20180918","30",85.5833333333333
"PM10","20180918","30",116.666666666667
"PM2.5","20180918","30",26.5
"AQI","20180918","31",52.875
"PM10","20180918","31",58.6086956521739
"PM2.5","20180918","31",25.9583333333333
"AQI","20180918","32",57.75
"PM10","20180918","32",68.4583333333333
"PM2.5","20180918","32",27.0833333333333
"AQI","20180918","33",57.4166666666667
"PM10","20180918","33",65.25
"PM2.5","20180918","33",23.625
"AQI","20180918","34",64.9166666666667
"PM10","20180918","34",78.8333333333333
"PM2.5","20180918","34",30.625
"AQI","20180918","35",54.0526315789474
"PM10","20180918","35",57.4736842105263
"PM2.5","20180918","35",24.1111111111111
"AQI","20180917","1",41.0833333333333
"PM10","20180917","1",42.9583333333333
"PM2.5","20180917","1",11.625
"AQI","20180917","2",40.6666666666667
"PM10","20180917","2",40.25
"PM2.5","20180917","2",9.625
"AQI","20180917","3",41.7916666666667
"PM10","20180917","3",42.0416666666667
"PM2.5","20180917","3",15.7083333333333
"AQI","20180917","4",43.2916666666667
"PM10","20180917","4",46.4782608695652
"PM2.5","20180917","4",13.5416666666667
"AQI","20180917","5",39.5
"PM10","20180917","5",40.1666666666667
"PM2.5","20180917","5",12.5833333333333
"AQI","20180917","6",42.0416666666667
"PM10","20180917","6",43.4782608695652
"PM2.5","20180917","6",15.0833333333333
"AQI","20180917","7",46.7916666666667
"PM10","20180917","7",49
"PM2.5","20180917","7",12.3333333333333
"AQI","20180917","8",39.8
"PM10","20180917","8",43.5263157894737
"PM2.5","20180917","8",7.21052631578947
"AQI","20180917","10",44.75
"PM10","20180917","10",50.0833333333333
"PM2.5","20180917","10",17.375
"AQI","20180917","11",39.5833333333333
"PM10","20180917","11",42.8333333333333
"PM2.5","20180917","11",10.7916666666667
"AQI","20180917","12",38.2916666666667
"PM10","20180917","12",35.875
"PM2.5","20180917","12",10.8333333333333
"AQI","20180917","13",50.7826086956522
"PM10","20180917","13",57.1739130434783
"PM2.5","20180917","13",13
"AQI","20180917","14",50.2608695652174
"PM10","20180917","14",55.6521739130435
"PM2.5","20180917","14",14.5652173913043
"AQI","20180917","15",49.7391304347826
"PM10","20180917","15",56.5217391304348
"PM2.5","20180917","15",16.9565217391304
"AQI","20180917","16",54.8888888888889
"PM10","20180917","16",67.1111111111111
"PM2.5","20180917","16",13.7777777777778
"AQI","20180917","17",32.8333333333333
"PM10","20180917","17",31.7916666666667
"PM2.5","20180917","17",8.95833333333333
"AQI","20180917","18",32.5833333333333
"PM10","20180917","18",32.8695652173913
"PM2.5","20180917","18",8.91666666666667
"AQI","20180917","19",35.0869565217391
"PM10","20180917","19",34.9565217391304
"PM2.5","20180917","19",7.17391304347826
"AQI","20180917","20",26.7916666666667
"PM10","20180917","20",23.1363636363636
"PM2.5","20180917","20",8.125
"AQI","20180917","21",21.125
"PM10","20180917","21",18.9166666666667
"PM2.5","20180917","21",5.95833333333333
"AQI","20180917","22",30.3333333333333
"PM10","20180917","22",29.6363636363636
"PM2.5","20180917","22",6.70833333333333
"AQI","20180917","23",55.0416666666667
"PM10","20180917","23",63.7083333333333
"PM2.5","20180917","23",15.6666666666667
"AQI","20180917","24",34.6666666666667
"PM10","20180917","24",33.7916666666667
"PM2.5","20180917","24",7
"AQI","20180917","25",40.9166666666667
"PM10","20180917","25",42.5416666666667
"PM2.5","20180917","25",12.2083333333333
"AQI","20180917","26",19.7916666666667
"PM10","20180917","26",15.95
"PM2.5","20180917","26",6
"AQI","20180917","27",29.1666666666667
"PM10","20180917","27",27.1304347826087
"PM2.5","20180917","27",9.79166666666667
"AQI","20180917","28",52.0833333333333
"PM10","20180917","28",61.2916666666667
"PM2.5","20180917","28",16.1666666666667
"AQI","20180917","29",65.6666666666667
"PM10","20180917","29",82.3333333333333
"PM2.5","20180917","29",28.6666666666667
"AQI","20180917","30",62.6086956521739
"PM10","20180917","30",80.7391304347826
"PM2.5","20180917","30",16.695652173913
"AQI","20180917","31",43.5416666666667
"PM10","20180917","31",43.3333333333333
"PM2.5","20180917","31",16.4583333333333
"AQI","20180917","32",45.7916666666667
"PM10","20180917","32",50.0434782608696
"PM2.5","20180917","32",15.7916666666667
"AQI","20180917","33",44.7916666666667
"PM10","20180917","33",47.1739130434783
"PM2.5","20180917","33",16.2083333333333
"AQI","20180917","34",52.375
"PM10","20180917","34",58.75
"PM2.5","20180917","34",16.4166666666667
"AQI","20180917","35",48.8333333333333
"PM10","20180917","35",51.7222222222222
"PM2.5","20180917","35",14.8333333333333
"AQI","20180916","1",32.25
"PM10","20180916","1",28.875
"PM2.5","20180916","1",7.5
"AQI","20180916","2",31.4761904761905
"PM10","20180916","2",28
"PM2.5","20180916","2",4.14285714285714
"AQI","20180916","3",30.75
"PM10","20180916","3",28.2727272727273
"PM2.5","20180916","3",10.6666666666667
"AQI","20180916","4",30.125
"PM10","20180916","4",29.9047619047619
"PM2.5","20180916","4",8.45833333333333
"AQI","20180916","5",29.2083333333333
"PM10","20180916","5",28.4545454545455
"PM2.5","20180916","5",8.79166666666667
"AQI","20180916","6",29.5833333333333
"PM10","20180916","6",25.1666666666667
"PM2.5","20180916","6",8.375
"AQI","20180916","7",32.5416666666667
"PM10","20180916","7",31.6190476190476
"PM2.5","20180916","7",8.5
"AQI","20180916","8",40.125
"PM10","20180916","8",45.3333333333333
"PM2.5","20180916","8",4.58333333333333
"AQI","20180916","10",34.4166666666667
"PM10","20180916","10",35.25
"PM2.5","20180916","10",11.9166666666667
"AQI","20180916","11",26.2083333333333
"PM10","20180916","11",22.952380952381
"PM2.5","20180916","11",5.83333333333333
"AQI","20180916","12",31.9090909090909
"PM10","20180916","12",23.3333333333333
"PM2.5","20180916","12",7.22727272727273
"AQI","20180916","13",36.3913043478261
"PM10","20180916","13",38.8571428571429
"PM2.5","20180916","13",9.04347826086956
"AQI","20180916","14",32.375
"PM10","20180916","14",31.1363636363636
"PM2.5","20180916","14",7.29166666666667
"AQI","20180916","15",30.5833333333333
"PM10","20180916","15",30.7619047619048
"PM2.5","20180916","15",8.16666666666667
"AQI","20180916","17",29.375
"PM10","20180916","17",21.3181818181818
"PM2.5","20180916","17",6.79166666666667
"AQI","20180916","18",27.5833333333333
"PM10","20180916","18",27.2380952380952
"PM2.5","20180916","18",7
"AQI","20180916","19",31
"PM10","20180916","19",28.8636363636364
"PM2.5","20180916","19",6.78260869565217
"AQI","20180916","20",25.0434782608696
"PM10","20180916","20",25.8461538461538
"PM2.5","20180916","20",5.69565217391304
"AQI","20180916","21",19.4583333333333
"PM10","20180916","21",14.6666666666667
"PM2.5","20180916","21",4.16666666666667
"AQI","20180916","22",28.2083333333333
"PM10","20180916","22",26.7894736842105
"PM2.5","20180916","22",5.54166666666667
"AQI","20180916","23",49.1666666666667
"PM10","20180916","23",53.9583333333333
"PM2.5","20180916","23",11.5416666666667
"AQI","20180916","24",28
"PM10","20180916","24",24.6521739130435
"PM2.5","20180916","24",5.54166666666667
"AQI","20180916","25",36.5
"PM10","20180916","25",38.4583333333333
"PM2.5","20180916","25",9.58333333333333
"AQI","20180916","26",20.2083333333333
"PM10","20180916","26",13.4285714285714
"PM2.5","20180916","26",4.66666666666667
"AQI","20180916","27",18.5
"PM10","20180916","27",11.952380952381
"PM2.5","20180916","27",5.41666666666667
"AQI","20180916","28",43.6666666666667
"PM10","20180916","28",49.1739130434783
"PM2.5","20180916","28",10.0416666666667
"AQI","20180916","29",49.4583333333333
"PM10","20180916","29",62
"PM2.5","20180916","29",15.8333333333333
"AQI","20180916","30",59.375
"PM10","20180916","30",75.8333333333333
"PM2.5","20180916","30",13.5833333333333
"AQI","20180916","31",35.2083333333333
"PM10","20180916","31",28.5238095238095
"PM2.5","20180916","31",10.8333333333333
"AQI","20180916","32",32.7826086956522
"PM10","20180916","32",36.6842105263158
"PM2.5","20180916","32",10.304347826087
"AQI","20180916","33",32.125
"PM10","20180916","33",32.304347826087
"PM2.5","20180916","33",10.6666666666667
"AQI","20180916","34",37.6666666666667
"PM10","20180916","34",40.1739130434783
"PM2.5","20180916","34",10
"AQI","20180916","35",29.2083333333333
"PM10","20180916","35",26.2916666666667
"PM2.5","20180916","35",8.93333333333333
"AQI","20180915","1",35.0833333333333
"PM10","20180915","1",31.5263157894737
"PM2.5","20180915","1",18.4166666666667
"AQI","20180915","2",39.3333333333333
"PM10","20180915","2",34.6666666666667
"PM2.5","20180915","2",20.5
"AQI","20180915","3",34.6086956521739
"PM10","20180915","3",25.6
"PM2.5","20180915","3",22.8695652173913
"AQI","20180915","4",39.6666666666667
"PM10","20180915","4",35
"PM2.5","20180915","4",20.75
"AQI","20180915","5",34.0869565217391
"PM10","20180915","5",24.7368421052632
"PM2.5","20180915","5",19.695652173913
"AQI","20180915","6",33.7083333333333
"PM10","20180915","6",29.3684210526316
"PM2.5","20180915","6",18.25
"AQI","20180915","7",45.5416666666667
"PM10","20180915","7",27.2380952380952
"PM2.5","20180915","7",18.9583333333333
"AQI","20180915","8",39.0833333333333
"PM10","20180915","8",41.25
"PM2.5","20180915","8",11.25
"AQI","20180915","10",41.6086956521739
"PM10","20180915","10",35.1052631578947
"PM2.5","20180915","10",24.7391304347826
"AQI","20180915","11",29.8333333333333
"PM10","20180915","11",24.4545454545455
"PM2.5","20180915","11",13.625
"AQI","20180915","12",28.0454545454545
"PM10","20180915","12",16.3333333333333
"PM2.5","20180915","12",12.5
"AQI","20180915","13",40.5217391304348
"PM10","20180915","13",38.5
"PM2.5","20180915","13",18.3913043478261
"AQI","20180915","14",50.2173913043478
"PM10","20180915","14",49.9473684210526
"PM2.5","20180915","14",25.6086956521739
"AQI","20180915","15",40.4166666666667
"PM10","20180915","15",30.5789473684211
"PM2.5","20180915","15",23.75
"AQI","20180915","17",42.125
"PM10","20180915","17",22.0714285714286
"PM2.5","20180915","17",23.0833333333333
"AQI","20180915","18",29.4583333333333
"PM10","20180915","18",23.1052631578947
"PM2.5","20180915","18",13.375
"AQI","20180915","19",27.2272727272727
"PM10","20180915","19",22.2857142857143
"PM2.5","20180915","19",8.90909090909091
"AQI","20180915","20",35.0833333333333
"PM10","20180915","20",32.6363636363636
"PM2.5","20180915","20",17.2916666666667
"AQI","20180915","21",42.1739130434783
"PM10","20180915","21",13.8461538461538
"PM2.5","20180915","21",25
"AQI","20180915","22",34.5416666666667
"PM10","20180915","22",26.75
"PM2.5","20180915","22",17.4583333333333
"AQI","20180915","23",37.2083333333333
"PM10","20180915","23",34.95
"PM2.5","20180915","23",11
"AQI","20180915","24",23.25
"PM10","20180915","24",15.75
"PM2.5","20180915","24",7.25
"AQI","20180915","25",30.9166666666667
"PM10","20180915","25",31.45
"PM2.5","20180915","25",10.125
"AQI","20180915","26",35.25
"PM10","20180915","26",9.5
"PM2.5","20180915","26",16.4583333333333
"AQI","20180915","27",33.2083333333333
"PM10","20180915","27",22.95
"PM2.5","20180915","27",18.5416666666667
"AQI","20180915","28",60.5
"PM10","20180915","28",59.4
"PM2.5","20180915","28",31.9090909090909
"AQI","20180915","29",66.0833333333333
"PM10","20180915","29",49.0588235294118
"PM2.5","20180915","29",35.4166666666667
"AQI","20180915","30",88.0434782608696
"PM10","20180915","30",84.8571428571429
"PM2.5","20180915","30",48.9565217391304
"AQI","20180915","31",39.125
"PM10","20180915","31",24.0625
"PM2.5","20180915","31",21.75
"AQI","20180915","32",40
"PM10","20180915","32",30.4117647058824
"PM2.5","20180915","32",23.25
"AQI","20180915","33",36.8333333333333
"PM10","20180915","33",26.5789473684211
"PM2.5","20180915","33",20.7083333333333
"AQI","20180915","34",45.9583333333333
"PM10","20180915","34",52
"PM2.5","20180915","34",19.8947368421053
"AQI","20180915","35",33.6666666666667
"PM10","20180915","35",37.2916666666667
"PM2.5","20180915","35",17.5
"AQI","20180914","1",131.416666666667
"PM10","20180914","1",128.52380952381
"PM2.5","20180914","1",99.4166666666667
"AQI","20180914","2",126.625
"PM10","20180914","2",111.833333333333
"PM2.5","20180914","2",95.625
"AQI","20180914","3",127.5
"PM10","20180914","3",115.045454545455
"PM2.5","20180914","3",96.8333333333333
"AQI","20180914","4",131.916666666667
"PM10","20180914","4",113.222222222222
"PM2.5","20180914","4",99.9583333333333
"AQI","20180914","5",125.75
"PM10","20180914","5",117.761904761905
"PM2.5","20180914","5",97.8260869565217
"AQI","20180914","6",127.625
"PM10","20180914","6",124.47619047619
"PM2.5","20180914","6",96.9130434782609
"AQI","20180914","7",127.75
"PM10","20180914","7",118.809523809524
"PM2.5","20180914","7",97
"AQI","20180914","8",117.958333333333
"PM10","20180914","8",114.333333333333
"PM2.5","20180914","8",89.25
"AQI","20180914","10",139.083333333333
"PM10","20180914","10",137.157894736842
"PM2.5","20180914","10",105.583333333333
"AQI","20180914","11",128.863636363636
"PM10","20180914","11",109.705882352941
"PM2.5","20180914","11",97.8636363636364
"AQI","20180914","12",128.75
"PM10","20180914","12",107.846153846154
"PM2.5","20180914","12",97.75
"AQI","20180914","13",131.130434782609
"PM10","20180914","13",123
"PM2.5","20180914","13",99.5217391304348
"AQI","20180914","14",135.375
"PM10","20180914","14",126.739130434783
"PM2.5","20180914","14",102.333333333333
"AQI","20180914","15",147.833333333333
"PM10","20180914","15",106.666666666667
"PM2.5","20180914","15",112.166666666667
"AQI","20180914","16",134.473684210526
"PM10","20180914","16",132.894736842105
"PM2.5","20180914","16",102
"AQI","20180914","17",122.291666666667
"PM10","20180914","17",105
"PM2.5","20180914","17",92.5
"AQI","20180914","18",132.833333333333
"PM10","20180914","18",108
"PM2.5","20180914","18",101.041666666667
"AQI","20180914","19",118.083333333333
"PM10","20180914","19",101.090909090909
"PM2.5","20180914","19",89.2083333333333
"AQI","20180914","20",88.9565217391304
"PM10","20180914","20",74.6111111111111
"PM2.5","20180914","20",62.7826086956522
"AQI","20180914","21",129.541666666667
"PM10","20180914","21",113.666666666667
"PM2.5","20180914","21",97.8333333333333
"AQI","20180914","22",117.875
"PM10","20180914","22",100.695652173913
"PM2.5","20180914","22",89.0416666666667
"AQI","20180914","23",136.782608695652
"PM10","20180914","23",126.461538461538
"PM2.5","20180914","23",105.409090909091
"AQI","20180914","24",125.75
"PM10","20180914","24",103.666666666667
"PM2.5","20180914","24",95.5
"AQI","20180914","25",155
"PM10","20180914","25",126
"PM2.5","20180914","25",117.75
"AQI","20180914","26",97.6818181818182
"PM10","20180914","26",52
"PM2.5","20180914","26",74.2380952380952
"AQI","20180914","27",97
"PM10","20180914","27",83.75
"PM2.5","20180914","27",72.4583333333333
"AQI","20180914","28",128.541666666667
"PM10","20180914","28",160.739130434783
"PM2.5","20180914","28",95.4166666666667
"AQI","20180914","29",150.166666666667
"PM10","20180914","29",125.578947368421
"PM2.5","20180914","29",121.5
"AQI","20180914","30",160.958333333333
"PM10","20180914","30",158.714285714286
"PM2.5","20180914","30",122.291666666667
"AQI","20180914","31",143.125
"PM10","20180914","31",122.857142857143
"PM2.5","20180914","31",108.208333333333
"AQI","20180914","32",145.083333333333
"PM10","20180914","32",142.444444444444
"PM2.5","20180914","32",109.541666666667
"AQI","20180914","33",140.478260869565
"PM10","20180914","33",125.777777777778
"PM2.5","20180914","33",106.565217391304
"AQI","20180914","34",120
"PM10","20180914","34",157.916666666667
"PM2.5","20180914","34",86.2916666666667
"AQI","20180914","35",107.260869565217
"PM10","20180914","35",134.782608695652
"PM2.5","20180914","35",77
"AQI","20180913","1",106.416666666667
"PM10","20180913","1",107.5
"PM2.5","20180913","1",78.875
"AQI","20180913","2",105.375
"PM10","20180913","2",108.958333333333
"PM2.5","20180913","2",78.7083333333333
"AQI","20180913","3",112.958333333333
"PM10","20180913","3",101.869565217391
"PM2.5","20180913","3",85.2083333333333
"AQI","20180913","4",105.625
"PM10","20180913","4",102.04347826087
"PM2.5","20180913","4",79.3333333333333
"AQI","20180913","5",114.166666666667
"PM10","20180913","5",105.727272727273
"PM2.5","20180913","5",86.125
"AQI","20180913","6",99.2916666666667
"PM10","20180913","6",103.708333333333
"PM2.5","20180913","6",74.25
"AQI","20180913","7",112.666666666667
"PM10","20180913","7",100.545454545455
"PM2.5","20180913","7",85.0833333333333
"AQI","20180913","8",94.0434782608696
"PM10","20180913","8",101.863636363636
"PM2.5","20180913","8",69.7826086956522
"AQI","20180913","10",111.916666666667
"PM10","20180913","10",119.913043478261
"PM2.5","20180913","10",87.1304347826087
"AQI","20180913","11",98.2173913043478
"PM10","20180913","11",88.6086956521739
"PM2.5","20180913","11",76.6666666666667
"AQI","20180913","12",102.5
"PM10","20180913","12",88.8235294117647
"PM2.5","20180913","12",76.5416666666667
"AQI","20180913","13",110.347826086957
"PM10","20180913","13",113.434782608696
"PM2.5","20180913","13",83.1739130434783
"AQI","20180913","14",94.2083333333333
"PM10","20180913","14",116.416666666667
"PM2.5","20180913","14",69.75
"AQI","20180913","15",98.625
"PM10","20180913","15",95.25
"PM2.5","20180913","15",73.75
"AQI","20180913","16",103.478260869565
"PM10","20180913","16",113.391304347826
"PM2.5","20180913","16",77.1739130434783
"AQI","20180913","17",102.458333333333
"PM10","20180913","17",87.1666666666667
"PM2.5","20180913","17",76.0833333333333
"AQI","20180913","18",116.25
"PM10","20180913","18",99.4285714285714
"PM2.5","20180913","18",87.9166666666667
"AQI","20180913","19",92.7727272727273
"PM10","20180913","19",88.8636363636364
"PM2.5","20180913","19",69.1818181818182
"AQI","20180913","20",78.9545454545455
"PM10","20180913","20",65
"PM2.5","20180913","20",52.2727272727273
"AQI","20180913","21",89.8260869565217
"PM10","20180913","21",92.1333333333333
"PM2.5","20180913","21",66.7826086956522
"AQI","20180913","22",83.8260869565217
"PM10","20180913","22",85.3913043478261
"PM2.5","20180913","22",61.9565217391304
"AQI","20180913","23",121.625
"PM10","20180913","23",110.055555555556
"PM2.5","20180913","23",92
"AQI","20180913","24",109.625
"PM10","20180913","24",109.555555555556
"PM2.5","20180913","24",81.8333333333333
"AQI","20180913","25",136.045454545455
"PM10","20180913","25",132
"PM2.5","20180913","25",103.136363636364
"AQI","20180913","26",72.5416666666667
"PM10","20180913","26",64.8235294117647
"PM2.5","20180913","26",52.75
"AQI","20180913","27",86.5
"PM10","20180913","27",78.2352941176471
"PM2.5","20180913","27",64.0416666666667
"AQI","20180913","28",100.375
"PM10","20180913","28",126
"PM2.5","20180913","28",74.125
"AQI","20180913","29",100.5
"PM10","20180913","29",115.083333333333
"PM2.5","20180913","29",73.75
"AQI","20180913","30",119.478260869565
"PM10","20180913","30",137.190476190476
"PM2.5","20180913","30",89.695652173913
"AQI","20180913","31",112.25
"PM10","20180913","31",100.5
"PM2.5","20180913","31",84.75
"AQI","20180913","32",115.708333333333
"PM10","20180913","32",119.666666666667
"PM2.5","20180913","32",87.4583333333333
"AQI","20180913","33",124.958333333333
"PM10","20180913","33",108
"PM2.5","20180913","33",94.7083333333333
"AQI","20180913","34",114
"PM10","20180913","34",139.75
"PM2.5","20180913","34",77.5416666666667
"AQI","20180913","35",101.227272727273
"PM10","20180913","35",135.181818181818
"PM2.5","20180913","35",65.1363636363636
"AQI","20180912","1",61.4166666666667
"PM10","20180912","1",76.5
"PM2.5","20180912","1",44.2083333333333
"AQI","20180912","2",63.1904761904762
"PM10","20180912","2",67.2666666666667
"PM2.5","20180912","2",43.6666666666667
"AQI","20180912","3",61.75
"PM10","20180912","3",72.2666666666667
"PM2.5","20180912","3",44.0416666666667
"AQI","20180912","4",59.125
"PM10","20180912","4",68.1333333333333
"PM2.5","20180912","4",44.4
"AQI","20180912","5",64.7916666666667
"PM10","20180912","5",72.5882352941177
"PM2.5","20180912","5",47.2083333333333
"AQI","20180912","6",67.7083333333333
"PM10","20180912","6",85.9285714285714
"PM2.5","20180912","6",46.0416666666667
"AQI","20180912","7",58.7916666666667
"PM10","20180912","7",64.1578947368421
"PM2.5","20180912","7",43.5652173913044
"AQI","20180912","8",49.6086956521739
"PM10","20180912","8",60.7894736842105
"PM2.5","20180912","8",31.4782608695652
"AQI","20180912","10",61.6086956521739
"PM10","20180912","10",65.7368421052632
"PM2.5","20180912","10",43.8695652173913
"AQI","20180912","11",58.375
"PM10","20180912","11",66.9285714285714
"PM2.5","20180912","11",41.8333333333333
"AQI","20180912","12",63.2173913043478
"PM10","20180912","12",57.1428571428571
"PM2.5","20180912","12",42.0434782608696
"AQI","20180912","13",67.1739130434783
"PM10","20180912","13",68.6842105263158
"PM2.5","20180912","13",48.9565217391304
"AQI","20180912","14",63.625
"PM10","20180912","14",68.695652173913
"PM2.5","20180912","14",45.25
"AQI","20180912","15",70.6666666666667
"PM10","20180912","15",71.8823529411765
"PM2.5","20180912","15",51.5
"AQI","20180912","16",62.75
"PM10","20180912","16",68.9090909090909
"PM2.5","20180912","16",42.7391304347826
"AQI","20180912","17",63.6666666666667
"PM10","20180912","17",67.2666666666667
"PM2.5","20180912","17",42.6666666666667
"AQI","20180912","18",62.5
"PM10","20180912","18",69.9285714285714
"PM2.5","20180912","18",45.3333333333333
"AQI","20180912","19",55.9583333333333
"PM10","20180912","19",55.7272727272727
"PM2.5","20180912","19",39.5833333333333
"AQI","20180912","20",78.9090909090909
"PM10","20180912","20",59.8666666666667
"PM2.5","20180912","20",49.2727272727273
"AQI","20180912","21",63.4166666666667
"PM10","20180912","21",60.1428571428571
"PM2.5","20180912","21",46.125
"AQI","20180912","22",56.2608695652174
"PM10","20180912","22",60.2631578947368
"PM2.5","20180912","22",39.695652173913
"AQI","20180912","23",54.5833333333333
"PM10","20180912","23",67.6363636363636
"PM2.5","20180912","23",39.1666666666667
"AQI","20180912","24",61.5833333333333
"PM10","20180912","24",61.6363636363636
"PM2.5","20180912","24",44.25
"AQI","20180912","25",62.7916666666667
"PM10","20180912","25",46.6666666666667
"PM2.5","20180912","25",45.4583333333333
"AQI","20180912","26",57.9583333333333
"PM10","20180912","26",57.8
"PM2.5","20180912","26",37.625
"AQI","20180912","27",73.5833333333333
"PM10","20180912","27",70.2142857142857
"PM2.5","20180912","27",53.0454545454545
"AQI","20180912","28",78.0909090909091
"PM10","20180912","28",96
"PM2.5","20180912","28",48.8636363636364
"AQI","20180912","29",89.2083333333333
"PM10","20180912","29",99.3571428571429
"PM2.5","20180912","29",65.8333333333333
"AQI","20180912","30",81.3913043478261
"PM10","20180912","30",80.9444444444444
"PM2.5","20180912","30",59.6521739130435
"AQI","20180912","31",66.7083333333333
"PM10","20180912","31",77.2
"PM2.5","20180912","31",48.7727272727273
"AQI","20180912","32",65.2083333333333
"PM10","20180912","32",96
"PM2.5","20180912","32",49.5909090909091
"AQI","20180912","33",64.0833333333333
"PM10","20180912","33",73.8823529411765
"PM2.5","20180912","33",48.5909090909091
"AQI","20180912","34",77.0416666666667
"PM10","20180912","34",101.608695652174
"PM2.5","20180912","34",47.25
"AQI","20180912","35",59.5263157894737
"PM10","20180912","35",68
"PM2.5","20180912","35",37.1578947368421
"AQI","20180911","1",65.5833333333333
"PM10","20180911","1",79
"PM2.5","20180911","1",41.4166666666667
"AQI","20180911","2",66.25
"PM10","20180911","2",77.1739130434783
"PM2.5","20180911","2",41.0416666666667
"AQI","20180911","3",63.5833333333333
"PM10","20180911","3",74.7727272727273
"PM2.5","20180911","3",43.2916666666667
"AQI","20180911","4",66.5
"PM10","20180911","4",80.4782608695652
"PM2.5","20180911","4",42.6666666666667
"AQI","20180911","5",68.2173913043478
"PM10","20180911","5",84.3636363636364
"PM2.5","20180911","5",45.0869565217391
"AQI","20180911","6",66
"PM10","20180911","6",77.695652173913
"PM2.5","20180911","6",41.25
"AQI","20180911","7",63.2608695652174
"PM10","20180911","7",71.3181818181818
"PM2.5","20180911","7",44.3809523809524
"AQI","20180911","8",58.7083333333333
"PM10","20180911","8",64.695652173913
"PM2.5","20180911","8",38.0833333333333
"AQI","20180911","10",67.2727272727273
"PM10","20180911","10",84.55
"PM2.5","20180911","10",42.7727272727273
"AQI","20180911","11",73
"PM10","20180911","11",78.5454545454545
"PM2.5","20180911","11",52.3333333333333
"AQI","20180911","12",66.0416666666667
"PM10","20180911","12",71.9473684210526
"PM2.5","20180911","12",46.4545454545455
"AQI","20180911","13",78.4166666666667
"PM10","20180911","13",89.8260869565217
"PM2.5","20180911","13",54.0833333333333
"AQI","20180911","14",71.2083333333333
"PM10","20180911","14",89.5
"PM2.5","20180911","14",41.5833333333333
"AQI","20180911","15",67.7916666666667
"PM10","20180911","15",64.875
"PM2.5","20180911","15",46.5
"AQI","20180911","16",67.0416666666667
"PM10","20180911","16",78.7083333333333
"PM2.5","20180911","16",41.3333333333333
"AQI","20180911","17",64.3333333333333
"PM10","20180911","17",64.0909090909091
"PM2.5","20180911","17",43.2916666666667
"AQI","20180911","18",66.1666666666667
"PM10","20180911","18",61.2352941176471
"PM2.5","20180911","18",46.0416666666667
"AQI","20180911","19",64.9583333333333
"PM10","20180911","19",70.1428571428571
"PM2.5","20180911","19",46.125
"AQI","20180911","20",54.75
"PM10","20180911","20",41.6666666666667
"PM2.5","20180911","20",31.8333333333333
"AQI","20180911","21",63.5416666666667
"PM10","20180911","21",62.6363636363636
"PM2.5","20180911","21",43.125
"AQI","20180911","22",60.6086956521739
"PM10","20180911","22",58.85
"PM2.5","20180911","22",41.3478260869565
"AQI","20180911","23",72.4583333333333
"PM10","20180911","23",60.9166666666667
"PM2.5","20180911","23",52.7916666666667
"AQI","20180911","24",63.2083333333333
"PM10","20180911","24",60.7857142857143
"PM2.5","20180911","24",45.6086956521739
"AQI","20180911","25",83.875
"PM10","20180911","25",81.4
"PM2.5","20180911","25",62.5833333333333
"AQI","20180911","26",60.2083333333333
"PM10","20180911","26",46.3
"PM2.5","20180911","26",39.9166666666667
"AQI","20180911","27",56.6666666666667
"PM10","20180911","27",54.5454545454545
"PM2.5","20180911","27",36.0416666666667
"AQI","20180911","28",78.9583333333333
"PM10","20180911","28",103.916666666667
"PM2.5","20180911","28",47.1666666666667
"AQI","20180911","29",74.0833333333333
"PM10","20180911","29",86.3913043478261
"PM2.5","20180911","29",46.0833333333333
"AQI","20180911","30",93.4347826086957
